season,offensive_play_caller,posteam,plays,games,head_coach_count,actual_pass_rate_pct,expected_pass_rate_pct,model_pass_oe_pct,nflverse_pass_oe_pct,mean_epa,success_rate_pct,mean_yards_gained,bootstrap_games,bootstrap_plays,observed_pass_oe,bootstrap_standard_error,ci_95_lower,ci_95_upper,probability_pass_heavy,probability_run_heavy,observed_pass_oe_pct,bootstrap_standard_error_pct,ci_95_lower_pct,ci_95_upper_pct,ci_excludes_zero,tendency_label,meets_minimum_sample
2018,Joe Philbin,GB,259,4,1,76.06,67.85,8.21,842.47,0.0368,43.24,5.17,4,259,0.082107,0.015932,0.049168,0.110988,1.0,0.0,8.21,1.59,4.92,11.1,true,pass-heavy,false
2018,Dirk Koetter,TB,66,1,1,74.24,66.57,7.67,779.22,-0.0776,50.0,7.59,1,66,0.076703,0.0,0.076703,0.076703,1.0,0.0,7.67,0.0,7.67,7.67,true,pass-heavy,false
2018,Randy Fichtner,PIT,1038,16,1,69.46,62.4,7.06,862.08,0.1028,47.21,6.23,16,1038,0.070559,0.017707,0.035371,0.104569,1.0,0.0,7.06,1.77,3.54,10.46,true,pass-heavy,true
2018,John DeFilippo,MIN,814,13,1,69.78,63.19,6.59,513.08,-0.0628,43.98,5.66,13,814,0.065923,0.016461,0.035584,0.099435,1.0,0.0,6.59,1.65,3.56,9.94,true,pass-heavy,true
2018,Mike McCarthy,GB,757,12,1,69.88,64.87,5.01,601.6,0.0526,46.1,6.04,12,757,0.050061,0.009732,0.03173,0.069848,1.0,0.0,5.01,0.97,3.17,6.98,true,pass-heavy,true
2018,Frank Reich,IND,1159,18,1,65.49,60.66,4.82,327.41,0.0652,47.97,5.95,18,1159,0.048244,0.017332,0.012446,0.080962,0.995,0.005,4.82,1.73,1.24,8.1,true,pass-heavy,true
2018,Scott Milanovich,JAX,276,5,1,63.41,58.64,4.77,58.95,-0.244,36.23,3.71,5,276,0.047704,0.036934,-0.015156,0.122907,0.878,0.122,4.77,3.69,-1.52,12.29,false,uncertain,false
2018,Andy Reid,KC,1104,18,1,65.04,61.01,4.03,835.36,0.2282,49.09,6.82,18,1104,0.040283,0.010101,0.021213,0.06085,1.0,0.0,4.03,1.01,2.12,6.08,true,pass-heavy,true
2018,Doug Pederson,PHI,1127,18,1,64.06,60.05,4.01,269.78,0.028,45.34,5.69,18,1127,0.040146,0.012939,0.014727,0.064776,0.9975,0.0025,4.01,1.29,1.47,6.48,true,pass-heavy,true
2018,Todd Monken,TB,973,15,1,69.17,66.01,3.16,473.24,0.0586,44.81,6.31,15,973,0.031578,0.014314,0.004491,0.058931,0.9885,0.0115,3.16,1.43,0.45,5.89,true,pass-heavy,true
2018,Steve Sarkisian,ATL,998,16,1,67.64,64.6,3.03,437.33,0.0822,46.49,6.24,16,998,0.030347,0.011269,0.007947,0.05236,0.996,0.004,3.03,1.13,0.79,5.24,true,pass-heavy,true
2018,Freddie Kitchens,CLE,448,8,1,61.83,59.33,2.5,212.43,0.1292,48.44,7.05,8,448,0.025006,0.025089,-0.020041,0.078449,0.8415,0.1585,2.5,2.51,-2.0,7.84,false,uncertain,false
2018,Nathaniel Hackett,JAX,721,11,1,64.91,62.58,2.33,9.49,-0.0651,42.58,5.29,11,721,0.023298,0.03576,-0.049542,0.089336,0.7455,0.2545,2.33,3.58,-4.95,8.93,false,uncertain,true
2018,Matt Nagy,CHI,1052,17,1,59.7,57.58,2.11,102.53,0.0382,45.44,5.59,17,1052,0.021138,0.016471,-0.011638,0.053249,0.907,0.093,2.11,1.65,-1.16,5.32,false,uncertain,true
2018,Norv Turner,CAR,992,16,1,62.7,61.17,1.53,120.25,0.0569,47.88,6.04,16,992,0.01527,0.017454,-0.017464,0.048937,0.81,0.19,1.53,1.75,-1.75,4.89,false,uncertain,true
2018,Bill O'Brien,HOU,1089,17,1,62.17,61.06,1.1,-18.75,0.0155,43.71,5.63,17,1089,0.01104,0.013812,-0.016714,0.037189,0.7835,0.2165,1.1,1.38,-1.67,3.72,false,uncertain,true
2018,Scott Linehan,DAL,1126,18,1,60.3,59.72,0.58,-203.9,0.0246,43.61,5.51,18,1126,0.00582,0.010196,-0.012418,0.026813,0.6985,0.3015,0.58,1.02,-1.24,2.68,false,uncertain,true
2018,Bill Lazor,CIN,927,16,1,64.62,64.42,0.2,-7.2,0.0001,42.5,5.37,16,927,0.00196,0.017348,-0.032678,0.034969,0.537,0.463,0.2,1.73,-3.27,3.5,false,uncertain,true
2018,Ken Whisenhunt,LAC,1056,18,1,60.61,60.58,0.03,60.99,0.1227,46.21,6.21,18,1056,0.000269,0.008121,-0.015692,0.016078,0.5215,0.4785,0.03,0.81,-1.57,1.61,false,uncertain,true
2018,Jay Gruden,WAS,954,16,1,61.95,62.04,-0.09,-202.19,-0.0706,42.35,5.03,16,954,-0.000876,0.014009,-0.028627,0.027141,0.4625,0.5375,-0.09,1.4,-2.86,2.71,false,uncertain,true
2018,Brian Daboll,BUF,994,16,1,59.66,60.07,-0.41,-422.99,-0.1415,37.83,4.79,16,994,-0.004146,0.018497,-0.042649,0.028897,0.436,0.564,-0.41,1.85,-4.26,2.89,false,uncertain,true
2018,Pat Shurmur,NYG,978,16,1,64.72,65.43,-0.7,-110.96,0.0177,39.98,5.83,16,978,-0.007045,0.011668,-0.030655,0.014357,0.282,0.718,-0.7,1.17,-3.07,1.44,false,uncertain,true
2018,Mike McCoy,ARI,361,7,1,63.71,64.53,-0.82,-373.14,-0.3194,35.46,4.31,7,361,-0.008205,0.013742,-0.037095,0.015618,0.2995,0.7005,-0.82,1.37,-3.71,1.56,false,uncertain,false
2018,Jon Gruden,LV,974,16,1,62.53,63.53,-1.0,-56.62,-0.0522,45.17,5.53,16,974,-0.009993,0.010595,-0.030377,0.012192,0.165,0.835,-1.0,1.06,-3.04,1.22,false,uncertain,true
2018,Todd Haley,CLE,556,8,1,64.21,65.26,-1.06,-156.38,-0.1213,37.23,4.93,8,556,-0.010557,0.00793,-0.025159,0.005627,0.0915,0.9085,-1.06,0.79,-2.52,0.56,false,uncertain,true
2018,Jim Bob Cooter,DET,1009,16,1,62.24,63.34,-1.1,-204.23,-0.0386,40.54,5.2,16,1009,-0.010987,0.012794,-0.035531,0.014636,0.18,0.82,-1.1,1.28,-3.55,1.46,false,uncertain,true
2018,Adam Gase,MIA,861,16,1,59.93,61.36,-1.43,-312.34,-0.0801,40.19,5.4,16,861,-0.014336,0.008517,-0.031638,0.001383,0.0345,0.9655,-1.43,0.85,-3.16,0.14,false,uncertain,true
2018,Bill Musgrave,DEN,1000,16,1,63.1,65.16,-2.06,-246.12,-0.0043,43.7,5.61,16,1000,-0.020616,0.01553,-0.050165,0.009633,0.096,0.904,-2.06,1.55,-5.02,0.96,false,uncertain,true
2018,Sean McVay,LA,1232,19,1,59.42,61.59,-2.17,40.74,0.13,49.76,6.38,19,1232,-0.021718,0.017874,-0.055537,0.013624,0.1235,0.8765,-2.17,1.79,-5.55,1.36,false,uncertain,true
2018,Kyle Shanahan,SF,981,16,1,60.35,62.9,-2.55,-282.83,-0.0373,43.83,5.9,16,981,-0.025539,0.014229,-0.051416,0.003925,0.043,0.957,-2.55,1.42,-5.14,0.39,false,uncertain,true
2018,Jeremy Bates,NYJ,952,16,1,60.82,63.5,-2.68,-424.7,-0.1167,37.29,5.04,16,952,-0.026793,0.016525,-0.057369,0.007291,0.064,0.936,-2.68,1.65,-5.74,0.73,false,uncertain,true
2018,Sean Payton,NO,1113,18,1,56.69,59.5,-2.8,-96.94,0.1341,48.7,6.11,18,1113,-0.028042,0.017204,-0.063221,0.004353,0.048,0.952,-2.8,1.72,-6.32,0.44,false,uncertain,true
2018,Byron Leftwich,ARI,526,9,1,62.17,65.11,-2.95,-620.4,-0.208,34.22,4.42,9,526,-0.029462,0.020889,-0.074617,0.006935,0.064,0.936,-2.95,2.09,-7.46,0.69,false,uncertain,true
2018,Josh McDaniels,NE,1286,19,1,56.3,60.36,-4.06,-90.21,0.0938,47.12,6.02,19,1286,-0.040601,0.019209,-0.076268,-0.001833,0.018,0.982,-4.06,1.92,-7.63,-0.18,true,run-heavy,true
2018,Matt LaFleur,TEN,927,16,1,55.88,60.54,-4.67,-749.84,-0.0216,42.72,5.4,16,927,-0.046654,0.021507,-0.089578,-0.006201,0.014,0.986,-4.67,2.15,-8.96,-0.62,true,run-heavy,true
2018,Marty Mornhinweg,BAL,1161,17,1,55.47,60.88,-5.42,-668.12,0.0205,44.96,5.38,17,1161,-0.05415,0.027883,-0.110721,-0.002344,0.0195,0.9805,-5.42,2.79,-11.07,-0.23,true,run-heavy,true
2018,Kevin Stefanski,MIN,171,3,1,53.8,61.11,-7.31,-920.48,-0.0861,40.35,5.4,3,171,-0.073054,0.030689,-0.137392,-0.008186,0.0,1.0,-7.31,3.07,-13.74,-0.82,true,run-heavy,false
2018,Brian Schottenheimer,SEA,1036,17,1,50.87,62.34,-11.47,-1185.92,0.0878,43.73,5.76,17,1036,-0.11468,0.012458,-0.136658,-0.088759,0.0,1.0,-11.47,1.25,-13.67,-8.88,true,run-heavy,true
2019,Chad O'Shea,MIA,1006,16,1,70.58,62.64,7.94,557.03,-0.098,40.46,4.94,16,1006,0.079398,0.016655,0.048331,0.112898,1.0,0.0,7.94,1.67,4.83,11.29,true,pass-heavy,true
2019,Scott Turner,CAR,277,4,1,73.65,66.67,6.98,398.41,-0.1214,46.93,4.96,4,277,0.069752,0.031631,0.001857,0.133964,0.9805,0.0195,6.98,3.16,0.19,13.4,true,pass-heavy,false
2019,Andy Reid,KC,1144,19,1,66.0,60.11,5.89,863.78,0.1619,47.12,6.42,19,1144,0.058902,0.00797,0.043177,0.074286,1.0,0.0,5.89,0.8,4.32,7.43,true,pass-heavy,true
2019,Dirk Koetter,ATL,1081,16,1,69.66,64.84,4.82,290.26,0.008,44.22,5.63,16,1081,0.048156,0.010677,0.027008,0.069392,1.0,0.0,4.82,1.07,2.7,6.94,true,pass-heavy,true
2019,Sean Payton,NO,1040,17,1,62.79,58.95,3.84,396.19,0.0901,47.4,6.08,17,1040,0.038423,0.011563,0.015544,0.061129,1.0,0.0,3.84,1.16,1.55,6.11,true,pass-heavy,true
2019,Matt LaFleur,GB,1108,18,1,63.72,60.69,3.03,276.72,0.0689,43.95,5.65,18,1108,0.030319,0.012487,0.006647,0.056013,0.997,0.003,3.03,1.25,0.66,5.6,true,pass-heavy,true
2019,Matt Nagy,CHI,1009,16,1,64.02,61.1,2.92,17.72,-0.0899,40.44,4.71,16,1009,0.029205,0.020442,-0.011501,0.069838,0.9195,0.0805,2.92,2.04,-1.15,6.98,false,uncertain,true
2019,John DeFilippo,JAX,1005,16,1,67.86,65.12,2.74,53.3,-0.0417,39.6,5.45,16,1005,0.027444,0.018099,-0.006391,0.064179,0.9415,0.0585,2.74,1.81,-0.64,6.42,false,uncertain,true
2019,Jay Gruden,WAS,279,5,1,70.61,68.01,2.6,151.57,-0.1753,39.78,5.05,5,279,0.025976,0.017251,-0.010172,0.056762,0.9165,0.0835,2.6,1.73,-1.02,5.68,false,uncertain,false
2019,Bill O'Brien,HOU,1141,18,1,63.63,61.35,2.27,164.78,0.0495,44.87,5.77,18,1141,0.022742,0.009547,0.003811,0.04076,0.992,0.008,2.27,0.95,0.38,4.08,true,pass-heavy,true
2019,Byron Leftwich,TB,1063,16,1,66.6,64.41,2.19,268.83,-0.0021,43.37,6.0,16,1063,0.021933,0.01468,-0.005404,0.051831,0.9405,0.0595,2.19,1.47,-0.54,5.18,false,uncertain,true
2019,Sean McVay,LA,1039,16,1,63.81,62.01,1.8,217.18,0.0158,44.75,5.79,16,1039,0.017967,0.017905,-0.019536,0.051409,0.8275,0.1725,1.8,1.79,-1.95,5.14,false,uncertain,true
2019,Ken Whisenhunt,LAC,474,8,1,68.14,66.36,1.78,145.39,0.0178,45.57,5.92,8,474,0.017834,0.015058,-0.009829,0.04935,0.8915,0.1085,1.78,1.51,-0.98,4.93,false,uncertain,false
2019,Norv Turner,CAR,789,12,1,64.64,62.87,1.77,87.98,-0.0661,41.7,5.2,12,789,0.017725,0.010976,-0.005087,0.037745,0.935,0.065,1.77,1.1,-0.51,3.77,false,uncertain,true
2019,Pat Shurmur,NYG,1003,16,1,67.5,65.85,1.65,124.67,-0.0623,41.58,5.4,16,1003,0.016503,0.011692,-0.005066,0.041357,0.92,0.08,1.65,1.17,-0.51,4.14,false,uncertain,true
2019,Kliff Kingsbury,ARI,982,16,1,64.15,62.66,1.5,46.43,0.015,42.77,5.58,16,982,0.01498,0.02188,-0.028131,0.056001,0.7305,0.2695,1.5,2.19,-2.81,5.6,false,uncertain,true
2019,Adam Gase,NYJ,933,16,1,62.06,60.99,1.07,-138.87,-0.1512,36.98,4.68,16,933,0.010721,0.016317,-0.020556,0.043846,0.7565,0.2435,1.07,1.63,-2.06,4.38,false,uncertain,true
2019,Rich Scangarello,DEN,939,16,1,60.17,59.26,0.91,-243.05,-0.0617,39.83,5.1,16,939,0.009117,0.016754,-0.023157,0.042983,0.725,0.275,0.91,1.68,-2.32,4.3,false,uncertain,true
2019,Josh McDaniels,NE,1136,17,1,60.48,59.95,0.53,6.77,-0.0149,41.81,5.27,17,1136,0.005301,0.016617,-0.027561,0.036247,0.626,0.374,0.53,1.66,-2.76,3.62,false,uncertain,true
2019,Randy Fichtner,PIT,916,16,1,60.92,60.42,0.5,-188.29,-0.1481,37.38,4.85,16,916,0.005004,0.022166,-0.037319,0.04867,0.5925,0.4075,0.5,2.22,-3.73,4.87,false,uncertain,true
2019,Darrell Bevell,DET,1006,16,1,63.32,63.25,0.07,-226.71,-0.0326,41.15,5.52,16,1006,0.000741,0.01349,-0.025886,0.026957,0.519,0.481,0.07,1.35,-2.59,2.7,false,uncertain,true
2019,Doug Pederson,PHI,1145,17,1,62.1,62.1,-0.01,-76.11,-0.0018,44.02,5.3,17,1145,-0.00008,0.013764,-0.027394,0.025088,0.5085,0.4915,-0.01,1.38,-2.74,2.51,false,uncertain,true
2019,Brian Daboll,BUF,1076,17,1,59.67,59.71,-0.04,-168.5,-0.0224,41.82,5.32,17,1076,-0.000418,0.01566,-0.031251,0.03131,0.488,0.512,-0.04,1.57,-3.13,3.13,false,uncertain,true
2019,Zac Taylor,CIN,1029,16,1,65.31,65.44,-0.14,-121.49,-0.1084,39.65,5.03,16,1029,-0.001363,0.019659,-0.039134,0.037758,0.4995,0.5005,-0.14,1.97,-3.91,3.78,false,uncertain,true
2019,Kellen Moore,DAL,1057,16,1,60.45,60.88,-0.42,-238.78,0.1217,49.01,6.54,16,1057,-0.004243,0.015147,-0.033463,0.026596,0.3885,0.6115,-0.42,1.51,-3.35,2.66,false,uncertain,true
2019,Freddie Kitchens,CLE,963,16,1,61.79,62.29,-0.5,-97.04,-0.0397,40.81,5.67,16,963,-0.005014,0.01244,-0.028042,0.020564,0.345,0.655,-0.5,1.24,-2.8,2.06,false,uncertain,true
2019,Shane Steichen,LAC,509,8,1,61.1,62.57,-1.47,-270.18,0.0515,47.74,6.05,8,509,-0.01467,0.015169,-0.046623,0.012189,0.1695,0.8305,-1.47,1.52,-4.66,1.22,false,uncertain,true
2019,Brian Schottenheimer,SEA,1137,18,1,60.16,61.85,-1.69,-145.0,0.0541,45.73,5.95,18,1137,-0.016885,0.014335,-0.04549,0.011109,0.117,0.883,-1.69,1.43,-4.55,1.11,false,uncertain,true
2019,Frank Reich,IND,996,16,1,57.83,60.07,-2.24,-534.4,0.0021,44.08,5.27,16,996,-0.022418,0.024358,-0.070242,0.023979,0.178,0.822,-2.24,2.44,-7.02,2.4,false,uncertain,true
2019,Jon Gruden,LV,970,16,1,57.73,60.48,-2.75,-378.84,0.0668,45.36,6.0,16,970,-0.027485,0.011405,-0.051147,-0.006321,0.0035,0.9965,-2.75,1.14,-5.11,-0.63,true,run-heavy,true
2019,Kevin O'Connell,WAS,594,11,1,58.25,61.54,-3.29,-693.2,-0.1134,38.38,5.04,11,594,-0.032922,0.023301,-0.082199,0.009467,0.0665,0.9335,-3.29,2.33,-8.22,0.95,false,uncertain,true
2019,Arthur Smith,TEN,1089,19,1,55.1,61.18,-6.09,-708.63,0.0744,45.45,6.15,19,1089,-0.060851,0.013473,-0.08874,-0.035264,0.0,1.0,-6.09,1.35,-8.87,-3.53,true,run-heavy,true
2019,Greg Roman,BAL,1121,17,1,51.2,57.3,-6.1,-679.83,0.1908,47.99,6.29,17,1121,-0.060954,0.013624,-0.0866,-0.034013,0.0,1.0,-6.1,1.36,-8.66,-3.4,true,run-heavy,true
2019,Kyle Shanahan,SF,1151,19,1,51.09,57.63,-6.55,-685.3,0.0881,45.44,6.2,19,1151,-0.065485,0.017593,-0.10006,-0.030682,0.0,1.0,-6.55,1.76,-10.01,-3.07,true,run-heavy,true
2019,Kevin Stefanski,MIN,1069,18,1,53.51,60.27,-6.76,-792.29,0.0415,41.53,5.78,18,1069,-0.067573,0.017286,-0.101542,-0.032928,0.0,1.0,-6.76,1.73,-10.15,-3.29,true,run-heavy,true
2020,Brian Daboll,BUF,1183,19,1,66.69,56.86,9.84,1023.09,0.1544,49.79,6.22,19,1183,0.098372,0.019797,0.057987,0.133954,1.0,0.0,9.84,1.98,5.8,13.4,true,pass-heavy,true
2020,Randy Fichtner,PIT,1101,17,1,67.39,59.84,7.55,711.31,0.0278,44.23,5.39,17,1101,0.075534,0.023672,0.030095,0.121373,0.9995,0.0005,7.55,2.37,3.01,12.14,true,pass-heavy,true
2020,Alex Van Pelt,CLE,62,1,1,58.06,50.55,7.52,449.5,0.2413,43.55,6.37,1,62,0.07518,0.0,0.07518,0.07518,1.0,0.0,7.52,0.0,7.52,7.52,true,pass-heavy,false
2020,Tim Kelly,HOU,925,16,2,70.92,64.83,6.09,560.88,0.1113,47.89,6.5,16,925,0.060874,0.015872,0.031342,0.092568,1.0,0.0,6.09,1.59,3.13,9.26,true,pass-heavy,true
2020,Andy Reid,KC,1224,19,1,67.65,62.6,5.05,1020.29,0.1842,50.41,6.46,19,1224,0.050462,0.018079,0.013055,0.085365,0.996,0.004,5.05,1.81,1.31,8.54,true,pass-heavy,true
2020,Chan Gailey,MIA,1002,16,1,62.08,57.92,4.16,298.55,0.0131,45.91,5.43,16,1002,0.041557,0.015228,0.011164,0.070544,0.997,0.003,4.16,1.52,1.12,7.05,true,pass-heavy,true
2020,Byron Leftwich,TB,1240,20,1,64.03,60.18,3.85,508.83,0.135,46.61,6.19,20,1240,0.038484,0.016764,0.006389,0.072885,0.9935,0.0065,3.85,1.68,0.64,7.29,true,pass-heavy,true
2020,Brian Schottenheimer,SEA,1056,17,1,66.19,62.62,3.57,586.59,0.0809,47.63,5.88,17,1056,0.035716,0.012333,0.011883,0.060472,0.9995,0.0005,3.57,1.23,1.19,6.05,true,pass-heavy,true
2020,Scott Turner,WAS,1103,17,1,65.28,62.47,2.81,108.86,-0.0547,41.34,4.97,17,1103,0.028074,0.012655,0.001838,0.051465,0.9805,0.0195,2.81,1.27,0.18,5.15,true,pass-heavy,true
2020,Matt Nagy,CHI,584,9,1,68.32,65.75,2.58,113.99,-0.0817,39.38,4.91,9,584,0.025755,0.01906,-0.011726,0.063141,0.9225,0.0775,2.58,1.91,-1.17,6.31,false,uncertain,true
2020,Doug Pederson,PHI,1054,16,1,67.36,65.6,1.76,66.63,-0.0815,40.61,5.08,16,1054,0.01758,0.013084,-0.008134,0.045103,0.916,0.084,1.76,1.31,-0.81,4.51,false,uncertain,true
2020,Zac Taylor,CIN,1026,16,1,63.16,61.59,1.57,36.85,-0.0444,43.66,4.99,16,1026,0.015661,0.02358,-0.032113,0.060052,0.738,0.262,1.57,2.36,-3.21,6.01,false,uncertain,true
2020,Jay Gruden,JAX,991,16,1,69.22,67.7,1.52,55.27,-0.0559,41.57,5.27,16,991,0.015233,0.011275,-0.007229,0.037016,0.9115,0.0885,1.52,1.13,-0.72,3.7,false,uncertain,true
2020,Matt LaFleur,GB,1100,18,1,59.82,58.64,1.18,313.51,0.2262,51.36,6.46,18,1100,0.011785,0.014791,-0.017584,0.040379,0.7885,0.2115,1.18,1.48,-1.76,4.04,false,uncertain,true
2020,Dirk Koetter,ATL,1064,16,2,64.29,63.18,1.1,95.19,0.0275,43.33,5.55,16,1064,0.011032,0.015272,-0.017344,0.043645,0.776,0.224,1.1,1.53,-1.73,4.36,false,uncertain,true
2020,Joe Brady,CAR,977,16,1,63.66,62.74,0.93,121.94,0.0072,45.14,5.73,16,977,0.009251,0.011822,-0.012791,0.033655,0.7795,0.2205,0.93,1.18,-1.28,3.37,false,uncertain,true
2020,Bill Lazor,CHI,495,8,1,61.01,60.6,0.41,-110.38,0.0163,47.07,5.42,8,495,0.004071,0.024919,-0.039026,0.055406,0.539,0.461,0.41,2.49,-3.9,5.54,false,uncertain,false
2020,Sean Ryan,DET,50,1,1,72.0,71.77,0.23,-91.9,-0.5909,28.0,3.72,1,50,0.002336,0.0,0.002336,0.002336,1.0,0.0,0.23,0.0,0.23,0.23,true,pass-heavy,false
2020,Jason Garrett,NYG,944,16,1,62.61,62.62,-0.02,-65.04,-0.0443,41.63,5.1,16,944,-0.00016,0.015198,-0.030642,0.029461,0.494,0.506,-0.02,1.52,-3.06,2.95,false,uncertain,true
2020,Darrell Bevell,DET,926,15,2,64.69,65.7,-1.02,-66.04,0.0338,45.25,5.86,15,926,-0.010157,0.012949,-0.034102,0.015973,0.22,0.78,-1.02,1.29,-3.41,1.6,false,uncertain,true
2020,Kellen Moore,DAL,1102,16,1,64.07,65.12,-1.05,-152.24,-0.034,45.74,5.4,16,1102,-0.010503,0.017313,-0.043861,0.022883,0.2705,0.7295,-1.05,1.73,-4.39,2.29,false,uncertain,true
2020,Shane Steichen,LAC,1110,16,1,61.62,62.74,-1.12,-161.81,0.0302,43.33,5.52,16,1110,-0.011214,0.017458,-0.045033,0.023025,0.2685,0.7315,-1.12,1.75,-4.5,2.3,false,uncertain,true
2020,Adam Gase,NYJ,378,6,1,65.87,67.08,-1.21,-274.13,-0.2317,36.24,4.39,6,378,-0.012116,0.019969,-0.05388,0.025957,0.251,0.749,-1.21,2.0,-5.39,2.6,false,uncertain,false
2020,Kliff Kingsbury,ARI,1063,16,1,60.77,62.22,-1.45,-112.92,0.0432,45.63,5.81,16,1063,-0.014531,0.015039,-0.044807,0.013782,0.164,0.836,-1.45,1.5,-4.48,1.38,false,uncertain,true
2020,Sean McVay,LA,1187,18,1,58.8,60.28,-1.48,-123.41,-0.0162,44.9,5.58,18,1187,-0.014796,0.017296,-0.048156,0.020157,0.1845,0.8155,-1.48,1.73,-4.82,2.02,false,uncertain,true
2020,Jon Gruden,LV,1020,16,1,59.02,61.65,-2.63,-235.73,0.0512,46.57,6.02,16,1020,-0.026315,0.015118,-0.054793,0.002836,0.0425,0.9575,-2.63,1.51,-5.48,0.28,false,uncertain,true
2020,Adam Gase / Dowell Loggains,NYJ,559,10,1,57.42,60.27,-2.84,-465.61,-0.08,42.93,5.05,10,559,-0.028423,0.019052,-0.063292,0.010106,0.072,0.928,-2.84,1.91,-6.33,1.01,false,uncertain,true
2020,Sean Payton,NO,1155,18,1,55.76,59.05,-3.3,-334.91,0.0694,47.53,5.82,18,1155,-0.032971,0.016202,-0.064277,-0.000895,0.024,0.976,-3.3,1.62,-6.43,-0.09,true,run-heavy,true
2020,Pat Shurmur,DEN,1009,16,1,60.56,64.06,-3.51,-563.09,-0.0854,39.05,5.34,16,1009,-0.035061,0.020098,-0.076707,0.001497,0.031,0.969,-3.51,2.01,-7.67,0.15,false,uncertain,true
2020,Kevin Stefanski,CLE,1060,17,1,55.09,58.75,-3.65,-333.04,0.092,46.42,5.88,17,1060,-0.036546,0.019335,-0.07527,0.000362,0.0275,0.9725,-3.65,1.93,-7.53,0.04,false,uncertain,true
2020,Kyle Shanahan,SF,1035,16,1,59.42,63.39,-3.97,-469.69,0.0098,46.09,5.73,16,1035,-0.039734,0.006378,-0.052383,-0.027547,0.0,1.0,-3.97,0.64,-5.24,-2.75,true,run-heavy,true
2020,Frank Reich,IND,1082,17,1,57.12,61.12,-4.0,-434.62,0.0874,46.12,6.04,17,1082,-0.040036,0.015965,-0.070439,-0.008733,0.008,0.992,-4.0,1.6,-7.04,-0.87,true,run-heavy,true
2020,Gary Kubiak,MIN,1011,16,1,56.28,62.51,-6.23,-472.82,0.0998,49.16,6.23,16,1011,-0.062322,0.014397,-0.088527,-0.033566,0.0,1.0,-6.23,1.44,-8.85,-3.36,true,run-heavy,true
2020,Arthur Smith,TEN,1061,17,1,52.4,62.33,-9.92,-916.81,0.168,49.67,6.2,17,1061,-0.099233,0.017056,-0.132609,-0.064274,0.0,1.0,-9.92,1.71,-13.26,-6.43,true,run-heavy,true
2020,Josh McDaniels,NE,961,16,1,51.82,62.06,-10.24,-1183.57,0.0028,46.31,5.46,16,961,-0.102394,0.020607,-0.140999,-0.061337,0.0,1.0,-10.24,2.06,-14.1,-6.13,true,run-heavy,true
2020,Greg Roman,BAL,1105,18,1,50.77,61.79,-11.02,-1018.73,0.1115,45.43,5.94,18,1105,-0.110164,0.016439,-0.140862,-0.07691,0.0,1.0,-11.02,1.64,-14.09,-7.69,true,run-heavy,true
2021,Byron Leftwich,TB,1259,19,1,68.31,60.93,7.37,801.67,0.1189,48.69,6.06,19,1259,0.073735,0.014019,0.045956,0.100909,1.0,0.0,7.37,1.4,4.6,10.09,true,pass-heavy,true
2021,Andy Reid,KC,1314,20,1,68.11,61.11,7.0,1012.62,0.1647,51.67,6.22,20,1314,0.070017,0.010633,0.04985,0.090769,1.0,0.0,7.0,1.06,4.98,9.08,true,pass-heavy,true
2021,Jason Garrett,NYG,604,10,1,66.56,62.4,4.16,350.99,-0.0657,41.23,5.36,10,604,0.041553,0.015869,0.010068,0.071209,0.993,0.007,4.16,1.59,1.01,7.12,true,pass-heavy,true
2021,Matt LaFleur,GB,1099,18,1,61.69,57.6,4.1,383.83,0.1259,48.13,5.91,18,1099,0.040957,0.013772,0.017643,0.07019,1.0,0.0,4.1,1.38,1.76,7.02,true,pass-heavy,true
2021,George Godsey,MIA,833,13,1,61.46,57.49,3.98,232.17,-0.0103,42.62,5.06,13,833,0.039792,0.019744,0.001946,0.080103,0.981,0.019,3.98,1.97,0.19,8.01,true,pass-heavy,true
2021,Joe Lombardi,LAC,1112,17,1,66.55,62.59,3.96,379.12,0.0922,47.48,5.98,17,1112,0.039569,0.013081,0.013723,0.06481,1.0,0.0,3.96,1.31,1.37,6.48,true,pass-heavy,true
2021,Brian Daboll,BUF,1231,19,1,64.74,61.45,3.29,408.39,0.1495,48.74,6.03,19,1231,0.032944,0.015859,0.001659,0.063352,0.983,0.017,3.29,1.59,0.17,6.34,true,pass-heavy,true
2021,Greg Olson,LV,1134,18,2,65.17,61.93,3.24,240.81,-0.0054,44.97,5.8,18,1134,0.032409,0.013951,0.005646,0.059584,0.9895,0.0105,3.24,1.4,0.56,5.96,true,pass-heavy,true
2021,George Godsey / Eric Studesville,MIA,243,4,1,70.78,67.65,3.14,208.69,-0.1685,37.45,4.16,4,243,0.031355,0.014014,0.005546,0.061059,0.9955,0.0045,3.14,1.4,0.55,6.11,true,pass-heavy,false
2021,Brian Schottenheimer,JAX,176,3,1,61.93,59.72,2.22,54.46,0.0149,46.59,5.45,3,176,0.022154,0.013407,-0.002857,0.054543,0.961,0.039,2.22,1.34,-0.29,5.45,false,uncertain,false
2021,Nick Sirianni,PHI,413,7,1,68.77,66.55,2.22,252.14,0.0304,46.97,5.9,7,413,0.022158,0.03826,-0.053599,0.097572,0.7225,0.2775,2.22,3.83,-5.36,9.76,false,uncertain,false
