season,head_coach,posteam,plays,games,actual_pass_rate,expected_pass_rate,model_pass_oe,nflverse_expected_pass_rate,nflverse_pass_oe,mean_epa,success_rate,mean_yards_gained,meets_minimum_sample,actual_pass_rate_pct,expected_pass_rate_pct,model_pass_oe_pct,nflverse_pass_oe_pct,success_rate_pct,bootstrap_games,bootstrap_plays,observed_pass_oe,bootstrap_standard_error,ci_95_lower,ci_95_upper,probability_pass_heavy,probability_run_heavy,observed_pass_oe_pct,bootstrap_standard_error_pct,ci_95_lower_pct,ci_95_upper_pct,ci_excludes_zero,tendency_label
2025,Kevin O'Connell,MIN,934,17,0.6113490364025695,0.5957346883141342,0.015614348088435353,0.6204754283504134,-0.9126391947843788,-0.10461317201191125,0.4282655246252677,5.0214132762312635,true,61.13,59.57,1.56,-91.26,42.83,17,934,0.015614,0.013629,-0.012138,0.041142,0.869,0.131,1.56,1.36,-1.21,4.11,false,uncertain
2025,Pete Carroll,LV,937,17,0.6382070437566703,0.6242532930195505,0.013953750737119764,0.6546204064156673,-1.6413362658997102,-0.20911404531719116,0.3767342582710779,4.454642475987193,true,63.82,62.43,1.4,-164.13,37.67,17,937,0.013954,0.021374,-0.028327,0.054946,0.7565,0.2435,1.4,2.14,-2.83,5.49,false,uncertain
2025,Mike Tomlin,PIT,1029,18,0.6122448979591837,0.6035528889874506,0.008692008971733084,0.6199112295619311,-0.76663316027474,-0.004233087659481221,0.4314868804664723,5.227405247813411,true,61.22,60.36,0.87,-76.66,43.15,18,1029,0.008692,0.015769,-0.021087,0.040061,0.7285,0.2715,0.87,1.58,-2.11,4.01,false,uncertain
2025,Kevin Stefanski,CLE,1023,17,0.624633431085044,0.6169713778191128,0.007662053265931177,0.661805333764468,-3.7171902679424016,-0.18585162852320714,0.3460410557184751,4.359726295210166,true,62.46,61.7,0.77,-371.72,34.6,17,1023,0.007662,0.010804,-0.012958,0.028882,0.754,0.246,0.77,1.08,-1.3,2.89,false,uncertain
2025,Kyle Shanahan,SF,1175,19,0.5940425531914894,0.5897668827775021,0.004275670413987274,0.601060741607179,-0.7018188415689671,0.06193847070605845,0.4765957446808511,5.611063829787234,true,59.4,58.98,0.43,-70.18,47.66,19,1175,0.004276,0.014546,-0.024356,0.030571,0.611,0.389,0.43,1.45,-2.44,3.06,false,uncertain
2025,Kellen Moore,NO,1060,17,0.6320754716981132,0.6306860566594037,0.00138941503870951,0.6615730748810577,-2.9497603182944485,-0.08013110753655595,0.4207547169811321,5.040566037735849,true,63.21,63.07,0.14,-294.98,42.08,17,1060,0.001389,0.015854,-0.026704,0.034428,0.4985,0.5015,0.14,1.59,-2.67,3.44,false,uncertain
2025,Brian Daboll,NYG,633,10,0.6097946287519748,0.6102614264540994,-0.0004667977021247004,0.6278686621071885,-1.8074033355213832,-0.008507570481340605,0.41706161137440756,5.263823064770932,true,60.98,61.03,-0.05,-180.74,41.71,10,633,-0.000467,0.019457,-0.040018,0.036461,0.4675,0.5325,-0.05,1.95,-4.0,3.65,false,uncertain
2025,Mike McCoy,TEN,646,11,0.6377708978328174,0.6428873058078829,-0.0051164079750656045,0.6772694140961019,-3.949851626328455,-0.1249746917603629,0.37306501547987614,4.676470588235294,true,63.78,64.29,-0.51,-394.99,37.31,11,646,-0.005116,0.018985,-0.041295,0.032524,0.395,0.605,-0.51,1.9,-4.13,3.25,false,uncertain
2025,Brian Schottenheimer,DAL,1097,17,0.6207839562443026,0.6262523477649358,-0.005468391520633138,0.6287256119689593,-0.7941655724656614,0.10294435444951117,0.4667274384685506,6.084776663628077,true,62.08,62.63,-0.55,-79.42,46.67,17,1097,-0.005468,0.011097,-0.028449,0.014845,0.334,0.666,-0.55,1.11,-2.84,1.48,false,uncertain
2025,Brian Callahan,TEN,348,6,0.6724137931034483,0.6845165344893711,-0.012102741385922882,0.7080882101737219,-3.5674417070273696,-0.22207530407879342,0.3764367816091954,4.028735632183908,false,67.24,68.45,-1.21,-356.74,37.64,6,348,-0.012103,0.011681,-0.034333,0.008172,0.157,0.843,-1.21,1.17,-3.43,0.82,false,uncertain
2025,Nick Sirianni,PHI,1062,18,0.5743879472693032,0.5880995690969935,-0.013711621827690283,0.6043628849976621,-2.9974937728358864,0.025178673071539405,0.4322033898305085,5.289077212806026,true,57.44,58.81,-1.37,-299.75,43.22,18,1062,-0.013712,0.020464,-0.052171,0.028159,0.2365,0.7635,-1.37,2.05,-5.22,2.82,false,uncertain
2025,Todd Bowles,TB,1055,17,0.604739336492891,0.6233234467675791,-0.018584110274688075,0.6385017348832994,-3.3762398390408377,-0.0040853642355121265,0.4255924170616114,5.173459715639811,true,60.47,62.33,-1.86,-337.62,42.56,17,1055,-0.018584,0.020399,-0.059281,0.020818,0.1735,0.8265,-1.86,2.04,-5.93,2.08,false,uncertain
2025,Matt LaFleur,GB,1057,18,0.5676442762535477,0.5909494856824425,-0.023305209428894687,0.6016767433154605,-3.4032467061912777,0.13100891822233737,0.47587511825922424,5.763481551561021,true,56.76,59.09,-2.33,-340.32,47.59,18,1057,-0.023305,0.018343,-0.059599,0.012869,0.1045,0.8955,-2.33,1.83,-5.96,1.29,false,uncertain
2025,Dave Canales,CAR,1050,18,0.5961904761904762,0.6256129636811295,-0.0294224874906533,0.6470550726744391,-5.086459648396287,-0.025455222405664158,0.43333333333333335,5.123809523809523,true,59.62,62.56,-2.94,-508.65,43.33,18,1050,-0.029422,0.020691,-0.072125,0.00753,0.072,0.928,-2.94,2.07,-7.21,0.75,false,uncertain
2025,Sean McDermott,BUF,1190,19,0.5621848739495798,0.5919875782787358,-0.02980270432915593,0.590983095558501,-2.8798221608921257,0.1513141556213,0.4899159663865546,6.063025210084033,true,56.22,59.2,-2.98,-287.98,48.99,19,1190,-0.029803,0.013036,-0.0568,-0.004917,0.008,0.992,-2.98,1.3,-5.68,-0.49,true,run-heavy
2025,Ben Johnson,CHI,1241,19,0.5946817082997583,0.6267489118168086,-0.0320672035170503,0.6325578034002151,-3.787609510045682,0.08462639779296266,0.45608380338436744,5.76228847703465,true,59.47,62.67,-3.21,-378.76,45.61,19,1241,-0.032067,0.007971,-0.04749,-0.016679,0.0,1.0,-3.21,0.8,-4.75,-1.67,true,run-heavy
2025,Dan Quinn,WAS,969,17,0.5820433436532507,0.619894719727788,-0.037851376074537216,0.6232439466435904,-4.120060299033966,0.018658748243357854,0.4582043343653251,5.604747162022703,true,58.2,61.99,-3.79,-412.01,45.82,17,969,-0.037851,0.018228,-0.072302,-0.00093,0.022,0.978,-3.79,1.82,-7.23,-0.09,true,run-heavy
2025,Raheem Morris,ATL,1030,17,0.5660194174757281,0.604901978559446,-0.03888256108371784,0.6276064122348879,-6.158699475915976,-0.01703437924123948,0.43786407766990293,5.512621359223301,true,56.6,60.49,-3.89,-615.87,43.79,17,1030,-0.038883,0.013251,-0.065993,-0.013751,0.0005,0.9995,-3.89,1.33,-6.6,-1.38,true,run-heavy
2025,Mike McDaniel,MIA,932,17,0.5686695278969958,0.610678181984176,-0.04200865408718031,0.6220165001820022,-5.3346972285006435,-0.007749519467737668,0.4227467811158798,5.490343347639485,true,56.87,61.07,-4.2,-533.47,42.27,17,932,-0.042009,0.013504,-0.067003,-0.015224,0.0005,0.9995,-4.2,1.35,-6.7,-1.52,true,run-heavy
2025,Mike Macdonald,SEA,1176,20,0.5246598639455783,0.5735998788726994,-0.04894001492712112,0.5882147817181892,-6.355491777261098,0.05469444233256042,0.4608843537414966,5.954931972789115,true,52.47,57.36,-4.89,-635.55,46.09,20,1176,-0.04894,0.012779,-0.075927,-0.025369,0.0,1.0,-4.89,1.28,-7.59,-2.54,true,run-heavy
2025,Dan Campbell,DET,1046,17,0.5965583173996176,0.6474155541318394,-0.05085723673222181,0.6400149191656714,-4.345660176605385,0.09440062642485647,0.4541108986615679,6.075525812619503,true,59.66,64.74,-5.09,-434.57,45.41,17,1046,-0.050857,0.018232,-0.086572,-0.014686,0.0025,0.9975,-5.09,1.82,-8.66,-1.47,true,run-heavy
2025,Aaron Glenn,NYJ,996,17,0.6104417670682731,0.6732680034984518,-0.06282623643017869,0.6953794834686511,-8.493771640037796,-0.128055902581144,0.4046184738955823,4.468875502008032,true,61.04,67.33,-6.28,-849.38,40.46,17,996,-0.062826,0.018817,-0.101126,-0.025983,0.0,1.0,-6.28,1.88,-10.11,-2.6,true,run-heavy
2025,Mike Kafka,NYG,441,7,0.5396825396825397,0.6043736057150054,-0.06469106603246567,0.6258266085501161,-8.614406886757637,0.041243850644493284,0.42403628117913833,5.315192743764173,false,53.97,60.44,-6.47,-861.44,42.4,7,441,-0.064691,0.037398,-0.137547,0.006389,0.037,0.963,-6.47,3.74,-13.75,0.64,false,uncertain
2025,John Harbaugh,BAL,952,17,0.5262605042016807,0.610741040790947,-0.08448053658926633,0.6141816104093113,-8.79211062076306,0.04013824254223761,0.44642857142857145,5.945378151260504,true,52.63,61.07,-8.45,-879.21,44.64,17,952,-0.084481,0.019205,-0.120312,-0.046564,0.0,1.0,-8.45,1.92,-12.03,-4.66,true,run-heavy
